symbol,entrez
C8orf34,116328
PANX3,116337
C5orf55,116349
RBP7,116362
SLC26A8,116369
LYPD1,116372
IL22RA2,116379
ZNF837,116412
LOC116437,116437
TM4SF18,116441
RAB39B,116442
GRIN3A,116443
GRIN3B,116444
TOP1MT,116447
OLIG1,116448
CLNK,116449
TSEN15,116461
FAM129A,116496
MAS1L,116511
MRGPRD,116512
APOA5,116519
MRGPRE,116534
MRGPRF,116535
MRPL53,116540
MRPL54,116541
PPP1R27,116729
RPL37P2,116730
RPL38P1,116809
N4BP2L2-IT2,116828
RPL39L,116832
HSPA12B,116835
CNTROB,116840
SNAP47,116841
LEAP2,116842
SLC18B1,116843
LRG1,116844
MED12L,116931
CLRN1-AS1,116933
RPL3P2,116935
RNU86,116936
SNORD83A,116937
SNORD83B,116938
WDR17,116966
ART5,116969
ACAP3,116983
ARAP2,116984
ARAP1,116985
AGAP2,116986
AGAP1,116987
AGAP3,116988
TADA1,117143
CATSPER1,117144
THEM4,117145
SLC31A1P1,117151
MIA2,117153
DACH2,117154
CATSPER2,117155
SCGB3A2,117156
SH2D1B,117157
DCD,117159
WFIKKN1,117166
RAB3IP,117177
SSX2IP,117178
MRGPRX2,117194
MRGPRX3,117195
MRGPRX4,117196
HRASLS5,117245
FTSJ3,117246
SLC16A10,117247
GALNT15,117248
IP6K3,117283
DEFB118,117285
CIB3,117286
TAGAP,117289
TMC1,117531
TMC2,117532
RLN3,117579
TWIST2,117581
PARD3B,117583
RFFL,117584
ZNF354B,117608
TRIM78P,117852
TRIM6,117854
LINC00161,118421
UBE2J2,118424
PCAT4,118425
LOH12CR1,118426
OLFM3,118427
ANTXR2,118429
MUCL1,118430
RPL29P2,118432
RPL23AP7,118433
GPR62,118442
EXOSC6,118460
C10orf71,118461
PRAP1,118471
ZNF511,118472
CHCHD1,118487
MSS51,118490
TTC18,118491
C10orf90,118611
BTBD16,118663
FAM24A,118670
PSTK,118672
ZNF488,118738
PIK3AP1,118788
MORN4,118812
ZFYVE27,118813
MMP21,118856
COMTD1,118881
FRA10AC1,118924
ANKRD22,118932
CTSLP1,118945
SFXN2,118980
PDZD8,118987
AGAP4,119016
C10orf32,119032
LYZL2,119180
SNRPD2P1,119358
NUDT9P1,119369
AGAP11,119385
GSTO2,119391
SFR1,119392
CALHM3,119395
CTAGE7P,119437
CLRN3,119467
ANAPC16,119504
PNLIPRP3,119548
SFXN4,119559
CPXM2,119587
OR52E2,119678
OR52J3,119679
OR51L1,119682
OR51A7,119687
OR51S1,119692
OR51F2,119694
OR52R1,119695
OR51N1P,119696
C11orf74,119710
KRT18P14,119722
OR4C46,119749
OR4C2P,119750
OR4X2,119764
OR4B1,119765
OR52M1,119772
OR52K2,119774
OR52P2P,119775
OR5P2,120065
OR5P3,120066
GYLTL1B,120071
SLC36A4,120103
FAT3,120114
UBTFL2,120126
TRIM64,120146
TMEM45B,120224
CYP2R1,120227
DBX1,120237
RPS6P17,120318
CSNK1A1P2,120321
HNRNPA1P60,120364
COLCA2,120376
PIH1D2,120379
NXPE1,120400
NXPE2,120406
AMICA1,120425
CTBP2P6,120449
DNAJC24,120526
CYCSP25,120528
ARL14EP,120534
OR8I2,120586
OR2D3,120775
OR2D2,120776
OR52W1,120787
OR56A4,120793
OR56A1,120796
TRIM51GP,120824
DEPDC4,120863
RPL7P38,120872
LRRK2,120892
CCDC38,120935
TMEM52B,120939
FAM186A,121006
TUBB8P5,121014
CYCSP30,121026
C12orf45,121053
KRT18P20,121054
OR2AP1,121129
OR10P1,121130
PSMB3P,121131
SDR9C7,121214
LRIG3,121227
TMEM132D,121256
SLC15A4,121260
RHEBL1,121268
OR11M1P,121270
C12orf54,121273
ZNF641,121274
OR10AD1,121275
TPH2,121278
LOC121296,121296
GGTA2P,121328
SP7,121340
GTSF1,121355
OR9K1P,121360
OR10A7,121364
KRT74,121391
NEDD1,121441
SLC9A7P1,121456
IKBIP,121457
LDHAL6CP,121498
HIST4H4,121504
ERP27,121506
FGD4,121512
GOT2P4,121520
AEBP2,121536
ASCL4,121549
BTBD11,121551
SPIC,121599
ANO4,121601
ALKBH2,121642
FOXN4,121643
SPPL3,121665
PEX12P1,121727
TEX29,121793
LINC00284,121838
PSMA6P4,121906
CYCSP35,121916
METTL21EP,121952
PPIAP26,121981
CSNK1A1L,122011
TOMM22P3,122038
RXFP2,122042
TEX26,122046
SLAIN1,122060
RIOK3P1,122145
PRR20A,122183
LGMNP1,122199
SPACA7,122258
PPIAP24,122335
TDRD9,122402
RPL21P12,122409
ANKRD9,122416
RPS29P1,122449
AK7,122481
IFI27L1,122509
C14orf28,122525
PPIAP4,122552
TRAPPC6B,122553
RPLP0P3,122589
KRT18P6,122592
C14orf79,122616
PLD4,122618
ADSSL1,122622
CEND1P1,122631
RNASE11,122651
TPPP2,122664
RNASE8,122665
MRPL52,122704
PSMB11,122706
OR4K14,122740
OR4L1,122742
OR11H6,122748
LRR1,122769
KLHDC1,122773
FRMD6,122786
SOCS4,122809
NAA30,122830
UBA52P3,122837
PPIAP5,122842
COX4I1P1,122867
GPHB5,122876
PTBP1P,122888
FRDAP,122942
NOXRED1,122945
CYCSP1,122950
JDP2,122953
ISCA2,122961
ACOT4,122970
TTC8,123016
TC2N,123036
SLC24A4,123041
SLC25A29,123096
DEGS2,123099
KLHL33,123103
LEO1,123169
C15orf40,123207
SENP8,123228
MTFMT,123263
SLC51B,123264
TARSL2,123283
HIGD2B,123346
LRRC28,123355
C15orf27,123591
NIPA1,123606
AGBL1,123624
HYKK,123688
WHAMM,123720
FSD2,123722
PLA2G4E,123745
C16orf46,123775
PRSS29P,123787
NTAN1,123803
FOPNL,123811
LOC123862,123862
DNAAF1,123872
ACSM2A,123876
DCUN1D3,123879
NRN1L,123904
CMTM3,123920
C16orf78,123970
SPATA2L,124044
SPATA33,124045
NOXO1,124056
CCDC78,124093
ANKRD26P1,124149
IQCK,124152
EEF1A1P38,124199
ZG16B,124220
PRSS30P,124221
PAQR4,124222
ZC3H18,124245
GPR139,124274
CDYL2,124359
ANKS3,124401
UBALD1,124402
SEPT12,124404
ZNF720,124411
TMEM219,124446
EARS2,124454
SNX20,124460
TMEM170A,124491
ATP5F1P7,124496
METTL23,124512
HSF5,124535
OR4D2,124538
MSI2,124540
SLC38A10,124565
CANT1,124583
USH1G,124590
CD300LB,124599
KIF19,124602
ZPBP2,124626
CYB5D1,124637
OVCA2,124641
LOC124685,124685
USP43,124739
KRBA2,124751
C17orf64,124773
SPATA32,124783
HEXIM2,124790
LSM12,124801
CCDC43,124808
CNTD1,124817
TMEM132E,124842
WFIKKN2,124857
LOC124865,124865
FLJ40194,124871
B4GALNT2,124872
SPACA3,124912
SGK494,124923
SEZ6,124925
ANKRD13B,124930
SLC43A2,124935
CYB5D2,124936
C17orf49,124944
ZFP3,124961
LOC124974,124974
GGT6,124975
SPNS2,124976
EFCAB13,124989
MRPL10,124995
WDR81,124997
RN7SK,125050
TBC1D16,125058
AFMID,125061
GJD3,125111
KRT222,125113
KRT40,125115
C17orf76-AS1,125144
ZSWIM7,125150
RIBIN,125168
MIEF2,125170
SLC5A10,125206
RPS2P46,125208
FAM210A,125228
KRT18P8,125242
LOXHD1,125336
RPL22P1,125371
INO80C,125476
TTC39C,125488
FAM69C,125704
CLDND2,125875
ZNF816,125893
ZNF543,125919
CEACAM20,125931
RAVER1,125950
OR7D4,125958
OR7G1,125962
OR1M1,125963
COX6B2,125965
CALR3,125972
ACER1,125981
C19orf70,125988
MBD3L2,125997
TRAPPC5,126003
PCP2,126006
OSCAR,126014
ZNF813,126017
EEF1DP1,126037
TGIF1P1,126052
ZNF441,126068
ZNF491,126069
ZNF440,126070
SWSAP1,126074
CCDC159,126075
JOSD2,126119
IZUMO2,126123
CPT1C,126129
ALDH16A1,126133
NTN5,126147
LOC126170,126170
NLRP13,126204
NLRP8,126205
NLRP5,126206
ZNF787,126208
ZNF573,126231
RPS4XP21,126235
AKR1B1P7,126242
WDR88,126248
TMIGD2,126259
EID2B,126272
TNFAIP8L1,126282
ZNF57,126295
IRGQ,126298
ZNF428,126299
JSRP1,126306
MOB3A,126308
MFSD12,126321
GIPC3,126326
NDUFA11,126328
MISP,126353
LRRC25,126364
OR1I1,126370
WTIP,126374
ZNF792,126375
NR2C2AP,126382
HSPB6,126393
CCDC105,126402
CYP4F22,126410
RINL,126432
FBXO27,126433
SNX6P1,126506
PLK5,126520
C19orf47,126526
LINC00661,126536
OR10H4,126541
ANKLE1,126549
C2CD4C,126567
MRP63P1,126581
GABPB2,126626
TCHHL1,126637
RPTN,126638
CCDC163P,126661
TDRD10,126668
SHE,126669
C1orf172,126695
CCSAP,126731
LRRC38,126755
AADACL3,126767
PUSL1,126789
B3GALT6,126792
KRT8P21,126811
WDR63,126820
KLHDC9,126823
TGIF2P1,126826
AXDND1,126859
LOC126860,126860
MAB21L3,126868
IFFO2,126917
HIST2H3C,126961
SLC44A3,126969
LOC126987,126987
ATXN7L2,127002
C1orf194,127003
LOC127011,127011
LYPLAL1,127018
OR2M5,127059
OR2M3,127062
OR2T12,127064
OR14C36,127066
OR2T34,127068
OR2T10,127069
OR2T4,127074
OR2T11,127077
XRCC6P3,127086
RPLP1P3,127099
ATP6V1G3,127124
ASB17,127247
TYW3,127253
C1orf173,127254
LRRIQ3,127255
TPRG1L,127262
FAM213B,127281
MYOM3,127294
RPL36P5,127295
DMBX1,127343
OR10J5,127385
TMCO2,127391
ZNF684,127396
RPSAP20,127406
TCEANC2,127428
PODN,127435
S100A7P1,127481
LRRC39,127495
GJB4,127534
HMGB4,127540
RNF19B,127544
RPL18AP4,127545
A3GALT2,127550
DCST2,127579
DNAH14,127602
OR2AJ1,127608
OR14L1P,127617
OR2B11,127623
ZNF648,127665
TEDDM1,127670
TEDDM1P1,127671
C1orf122,127687
OSCP1,127700
C1orf216,127703
KLHDC7A,127707
VWA5B1,127731
UBXN10,127733
C1orf87,127795
ARL8A,127829
SYT2,127833
LINC00628,127841
GOLT1A,127845
UHMK1,127933
FCRLB,127943
WDR64,128025
C1orf131,128061
LIX1L,128077
HSD3BP4,128102
LOC128136,128136
SPATA17,128153
EDARADD,128178
LOC128192,128192
KLF17,128209
TMEM125,128218
TSACC,128229
IQGAP3,128239
APOA1BP,128240
ARHGEF19,128272
MRPL55,128308
HIST3H2BB,128312
LOC128322,128322
DRAM2,128338
PIFO,128344
C1orf162,128346
OR10T2,128360
OR6P1,128366
OR10X1,128367
OR10Z1,128368
OR6K4P,128370
OR6K6,128371
OR6N1,128372
TATDN3,128387
BHLHE23,128408
NKAIN4,128414
VSTM2L,128434
SNHG11,128439
RPL12P11,128467
RPL27AP,128481
FITM2,128486
WFDC12,128488
SPATA25,128497
RPL13P2,128500
OCSTAMP,128506
TSHZ2,128553
RPS4XP3,128580
C20orf85,128602
MRPS16P2,128609
ZNF831,128611
PIEZO1P1,128615
TBC1D20,128637
SIRPD,128646
C20orf141,128653
RPL7AP12,128668
PROKR2,128674
RPS18P1,128676
RPL23AP6,128709
SLX4IP,128710
RPS11P1,128718
RPLP0P1,128745
RPL7AP13,128748
RPL15P1,128756
RPL21P3,128760
EIF4E2P1,128770
MRPS11P1,128774
SLC25A6P1,128790
CSTL1,128817
CST9LP1,128820
CST9L,128821
CST9,128822
C20orf166,128826
DKKL1P1,128848
DUSP15,128853
TSPY26P,128854
BPIFB6,128859
BPIFA3,128861
RPL12P3,128862
C20orf144,128864
CHMP4B,128866
PIGU,128869
HMGB3P1,128872
FAM83C,128876
HMGB3P2,128879
GAB4,128954
C22orf39,128977
TANGO2,128989
SLC9A3P2,128997
ZNF280A,129025
LOC129026,129026
SGSM1,129049
EMID1,129080
CPSF1P1,129099
ANKRD54,129138
PPP1R21,129285
TRABD2A,129293
TMEM150A,129303
NUP35,129401
LIN28AP1,129402
XIRP2,129446
TYW5,129450
NMS,129521
LOC129522,129522
LYG1,129530
MITD1,129531
AHCYP4,129560
DIS3L2,129563
CMPK2,129607
MBOAT2,129642
LOC129656,129656
CNTNAP5,129684
TAF8,129685
TMEM18,129787
C7orf13,129790
FBLN7,129804
NEU4,129807
RBM45,129831
RPSAP25,129841
C2orf73,129852
TRIM43,129868
UBTFL3,129870
BBS5,129880
CCDC173,129881
ACMSD,130013
ICA1L,130026
FAM168B,130074
OR9A4,130075
CIB4,130106
REG3G,130120
RFTN2,130132
CLHC1,130162
HSPA8P6,130195
PLEKHH2,130271
AP1S3,130340
C2orf76,130355
SGPP2,130367
ACVR1C,130399
RPSAP27,130429
OSR1,130497
CISD1P1,130500
TTC32,130502
UBR3,130507
KCTD18,130535
ALS2CR12,130540
ZNF513,130557
SPATA3,130560
LYPD6,130574
LYPD6B,130576
GALM,130589
TMEM198,130612
ZFAND2B,130617
RPLP1P5,130678
PSMB3P2,130700
RPL7P13,130728
TMEM178A,130733
CPO,130749
MDH1B,130752
RPL23AP37,130773
DNMT3AP1,130802
C2orf50,130813
PQLC3,130814
TMEM182,130827
RPL26P13,130865
AHSA2,130872
FBXO36,130888
MTERFD2,130916
CCDC148,130940
M1AP,130951
CPNE4,131034
LOC131054,131054
LOC131055,131055
CCDC58,131076
KCNH8,131096
DNAJC19,131118
OTOL1,131149
FAM3D,131177
RAD23BP1,131185
ZPLD1,131368
LYZL4,131375
KLHL40,131377
TRIM71,131405
FAM131A,131408
CD200R1,131450
CHCHD4,131474
ZDHHC19,131540
CRYBG3,131544
DCBLD2,131566
MESTP4,131572
LRRC15,131578
FAM43A,131583
TPRA1,131601
TMEM42,131616
UROC1,131669
FAM194A,131831
NUDT16,131870
COL6A6,131873
GRK7,131890
FAM172BP,131909
TMEM207,131920
IMPDH1P8,131961
METTL6,131965
RHBDF1P1,131973
TAMM41,132001
IL17RE,132014
RTP1,132112
IQCF1,132141
GLYCTK,132158
PPM1M,132160
C3orf49,132200
SNTN,132203
SYNPR,132204
LSMEM2,132228
RPL32P3,132241
H1FOO,132243
OCIAD2,132299
SCLT1,132320
C4orf33,132321
TMEM155,132332
LOC132386,132386
KRT18P21,132391
PABPC4L,132430
BTF3P13,132556
ADAD1,132612
ZFP42,132625
LIN54,132660
SPATA18,132671
TUBB8P3,132719
C4orf32,132720
TMPRSS11B,132724
GNPDA2,132789
RBM48P1,132817
SPATA4,132851
CPEB2,132864
EVC2,132884
ARL9,132946
AASDH,132949
PDCL2,132954
C4orf36,132989
PACRGL,133015
TRAM1L1,133022
OTOP1,133060
LOC133083,133083
ENPP6,133121
SULT1D1P,133150
EEF1A1P13,133283
SLC9B2,133308
LOC133332,133332
SETD9,133383
IL31RA,133396
EMB,133418
SLCO6A1,133482
C5orf47,133491
PPARGC1B,133522
MROH2B,133558
RPS10P12,133569
EGFLAM,133584
RPLP1P7,133609
MRPS5P3,133615
PRRC1,133619
RPL11P2,133629
NADK2,133686
UGT3A1,133688
CAPSL,133690
JMY,133746
RPL7AP32,133748
RAB5CP2,133789
RPS18P7,133790
C5orf58,133874
ZNF474,133923
CCDC127,133957
MRPL11P2,134008
OR2AI1P,134082
OR2Y1,134083
UBE2QL1,134111
C5orf49,134121
FAM173B,134145
CMBL,134147
POU5F2,134187
DNAJC21,134218
AFAP1L1,134265
GRPEL2,134266
TMEM171,134285
TMEM174,134288
LSM11,134353
POC5,134359
GPR151,134391
STARD4,134429
WDR36,134430
ZNF300P1,134466
MRP63P6,134490
NUDCD2,134492
EIF3KP1,134505
UBLCP1,134510
ACOT12,134526
SOWAHA,134548
SHROOM1,134549
C5orf24,134553
ADAT2,134637
RIPPLY2,134701
IRAK1BP1,134728
RPL29P1,134756
CLVS2,134829
TAAR9,134860
TAAR1,134864
STXBP5,134957
PPIAP29,134997
NCOA7,135112
HINT3,135114
PACRG,135138
B3GAT2,135152
C6orf57,135154
CD109,135228
RAET1E,135250
COPS5P1,135270
PM20D2,135293
SRSF12,135295
C6orf141,135398
HUS1B,135458
TRIM40,135644
DPCR1,135656
WBSCR28,135886
TRIM50,135892
OR9A2,135924
C7orf34,135927
TMEM139,135932
NOBOX,135935
OR2A14,135941
OR2A15P,135942
OR6B1,135946
OR2F2,135948
ZNF786,136051
SSU72P8,136157
COL26A1,136227
PRSS37,136242
KLF14,136259
SSMEM1,136263
C7orf57,136288
SVOPL,136306
IMPDH1P3,136307
MTPN,136319
LRGUK,136332
ASB10,136371
PRSS3P3,136540
PRSS58,136541
MPLKIP,136647
SRCRB4D,136853
C7orf31,136895
ASZ1,136991
PPM1AP1,137012
CLDN23,137075
RPL10AP3,137107
PSAT1P1,137133
CCDC26,137196
ZNF572,137209
MRPL9P1,137290
GOT1L1,137362
FAM92A1,137392
MRPS16P1,137406
VPS37A,137492
CKS1BP7,137529
NDUFAF6,137682
TMEM68,137695
ABRA,137735
LYPD2,137797
NKX2-6,137814
TMEM71,137835
SGCZ,137868
ADHFE1,137872
UBXN2B,137886
PXDNL,137902
AGPAT6,137964
UNC5D,137970
LETM2,137994
DCAF4L2,138009
RALYL,138046
HGSNAT,138050
RNF183,138065
NACC2,138151
LOC138159,138159
C9orf116,138162
C9orf41,138199
LOC138234,138234
C9orf57,138240
C9orf85,138241
C9orf135,138255
LCN8,138307
FAM69B,138311
SLC25A6P2,138412
PTRH1,138428
PIP5KL1,138429
TAF1L,138474
PTPDC1,138639
ANKRD19P,138649
PRSS47,138652
ARID3C,138715
RPP25L,138716
C9orf131,138724
OR13C5,138799
OR13C8,138802
OR13C3,138803
OR13C4,138804
OR13F1,138805
LOC138864,138864
OR1L8,138881
OR1N2,138882
OR1N1,138883
SYNGR2P2,138916
DBH-AS1,138948
LOC138971,138971
PSMAGEA,139041
KRT18P68,139060
LOC139061,139061
SLITRK4,139065
SPANXN3,139067
MAGEC3,139081
BEND2,139105
PASD1,139135
SALL1P1,139163
DCAF12L1,139170
DGKK,139189
MAP2K4P1,139201
PIH1D3,139212
MUM1L1,139221
FAM199X,139231
FAM47DP,139249
AMER1,139285
APOOL,139322
HDX,139324
IMPDH1P4,139334
FUNDC1,139341
MAGEA13P,139363
GPR112,139378
PTCHD1,139411
SMEK3P,139420
MAGEB10,139422
DCAF8L1,139425
FTH1P14,139431
RPL6P30,139452
AKAP16BP,139516
VENTXP1,139538
LOC139542,139542
OTUD6A,139562
UPRT,139596
MAGEE2,139599
MAGEB16,139604
FOXR2,139628
XAGE-4,139629
GAB3,139716
PNCK,139728
ZFP92,139735
ACTRT1,139741
KRT18P44,139748
GPR119,139760
PAGE3,139793
RBMXL3,139804
DOCK11,139818
SPIN4,139886
LOC139952,139952
LOC139957,139957
TUBB1P2,140004
GAPDHP19,140028
RPS4Y2,140032
CDY10P,140043
RBMY2KP,140100
RBMY2MP,140101
RBMY2CP,140123
KRTAP13-1,140258
TCP10L,140290
RNF113B,140432
MUC17,140453
ASB11,140456
ASB5,140458
ASB6,140459
ASB7,140460
ASB8,140461
ASB9,140462
PISRT1,140464
MYL6B,140465
ZNF358,140467
COX11P1,140468
MYO3B,140469
RNF32,140545
APOBEC3D,140564
S100A16,140576
CHODL,140578
DEFB104A,140596
TCEAL2,140597
COX6B1P1,140603
SELM,140606
NEK7,140609
ZFP28,140612
FAUP1,140623
ACTRT2,140625
GATA5,140628
RPL21P4,140660
MLLT10P1,140678
SLC32A1,140679
C20orf96,140680
BPIFA2,140683
ZBTB46,140685
WFDC3,140686
GCNT7,140687
C20orf112,140688
CBLN4,140689
CTCFL,140690
TRIM69,140691
COX7BP2,140692
RPL7P2,140695
RPL37P1,140696
RPL36P1,140697
MROH8,140699
SAMD10,140700
ABHD16B,140701
CCM2L,140706
BRI3BP,140707
SOGA1,140710
TLDC2,140711
RPS3AP3,140713
RPS27AP3,140714
RPL21P2,140715
RPL35AP,140716
RPL37AP1,140717
RPL31P3,140718
RPL39P,140719
RIMS4,140730
ANKRD60,140731
SUN5,140732
MACROD2,140733
DYNLL2,140735
TMEM37,140738
UBE2F,140739
RPL17P1,140748
RPL5P2,140749
RPL36P4,140750
RPL36P2,140751
RPS27AP2,140752
RPL31P2,140753
RPS3P1,140754
RPS2P1,140755
RPL7AP14,140756
RSL24D1P6,140757
RPS10P2,140758
RPL19P1,140759
RPL24P2,140760
RPS3P2,140761
ADAMTS14,140766
NRSN1,140767
SMCR2,140768
SMCR3,140769
SMCR5,140771
SMCR6,140772
SMCR8,140775
SMCR9,140776
RPL10L,140801
TRPM6,140803
KRT72,140807
SRXN1,140809
ROMO1,140823
NEURL2,140825
LINC00261,140828
ZSWIM3,140831
WFDC10A,140832
C20orf62,140834
BANF2,140836
NANP,140838
FAM83C-AS1,140846
MACROD2-IT1,140848
LINC00266-1,140849
DEFB127,140850
MT1P3,140851
SCP2D1,140856
RPL7P3,140857
ISM1,140862
SPINT5P,140863
LINC00686,140865
WFDC6,140870
CFTRP1,140871
C20orf173,140873
LINC00028,140875
FAM65C,140876
CST11,140880
DEFB129,140881
ZNF280B,140883
SIRPA,140885
PABPC5,140886
SREK1,140890
RBBP8NL,140893
CNBD2,140894
HSPE1P1,140895
STK35,140901
R3HDML,140902
MTCO2P1,140909
PPIAP10,140913
PPP2R5CP,140921
C5orf20,140947
MIB2,142678
DUSP19,142679
SLC34A3,142680
ITLN2,142683
RAB40A,142684
ASB15,142685
ASB14,142686
ASB12,142689
C10orf129,142827
SAMD8,142891
LIPJ,142910
CFL1P1,142913
LOC142937,142937
TRUB1,142940
MPP7,143098
FLJ31958,143153
FRMPD2,143162
VTI1A,143187
LOC143188,143188
DYDC1,143241
EIF5AL1,143244
HECTD2,143279
FGFBP3,143282
LOC143286,143286
EIF3LP2,143341
YWHAZP3,143371
C10orf82,143379
CACUL1,143384
SYT9,143425
LDLRAD3,143458
PSMA8,143471
OR52B4,143496
C11orf40,143501
OR52I2,143502
OR51E1,143503
SSU72P3,143506
RBMXP3,143543
XRRA1,143570
UBQLNL,143630
MUC15,143662
LOC143666,143666
C11orf94,143678
FAM76B,143684
SESN3,143686
PIWIL4,143689
ARHGAP42,143872
KBTBD3,143879
CWF19L2,143884
KDELC2,143888
LAYN,143903
TTC36,143941
LOC144017,144017
C11orf84,144097
PLEKHA7,144100
ST13P5,144106
SPTY2D1,144108
TMEM86A,144110
OR10A5,144124
OR2AG1,144125
DNHD1,144132
PRICKLE1,144165
AMDHD1,144193
SLC2A14,144195
OVOS2,144203
BCDIN3D,144233
ALG10B,144245
GLIPR1L2,144321
FAM101A,144347
ZNF664,144348
LINC00477,144360
LYRM5,144363
LOC144383,144383
CPNE8,144402
TMEM120B,144404
WDR66,144406
GLT1D1,144423
TSPAN19,144448
BEST3,144453
E2F7,144455
SOCS2-AS1,144481
CCDC41-AS1,144486
KRT80,144501
C12orf55,144535
A2ML1,144568
A2M-AS1,144571
C12orf66,144577
RPL14P1,144581
C12orf60,144608
ST13P3,144638
FBXL14,144699
HMGA1P3,144712
RAD9B,144715
FAM109A,144717
LINC00934,144742
LINC00355,144766
LINC00410,144776
FAM216B,144809
LACC1,144811
LINC00330,144817
ESRRAP2,144832
ESRRAP1,144847
LINC00343,144920
HNRNPA1L2,144983
ST13P4,145165
B3GALTL,145173
C14orf144,145195
LINC00239,145200
LINC00637,145216
RDH12,145226
RPL24P3,145235
ADAM21P1,145241
LINC00618,145249
GSC,145258
RPSAP4,145259
SERPINA12,145264
PRIMA1,145270
MIPOL1,145282
RPL21P7,145370
NUP50P1,145375
PPP1R36,145376
SLC38A6,145389
C14orf37,145407
FRMD6-AS1,145438
ABHD12B,145447
LOC145474,145474
PTGR2,145482
FAM161B,145483
C14orf166B,145497
RPLP1P1,145499
ISM2,145501
CEP128,145508
MDP1,145553
TTC7B,145567
LRFN5,145581
PWAR1,145624
C15orf43,145645
GATM-AS1,145663
LOC145678,145678
LOC145694,145694
C2CD4A,145741
LYSMD4,145748
LOC145757,145757
RPS3AP6,145767
FAM81A,145773
GCOM1,145781
LOC145783,145783
C15orf65,145788
PGPEP1L,145814
LINC00924,145820
LOC145837,145837
LOC145845,145845
C15orf61,145853
C15orf32,145858
HAPLN3,145864
MESP2,145873
TMCO5A,145942
LOC145945,145945
SPATA8,145946
NRG4,145957
LINC00052,145978
LOC145989,145989
ZSCAN29,146050
RPS3AP47,146053
TTBK2,146057
CDAN1,146059
RPL7P47,146110
SLC38A8,146167
VWA3A,146177
OTOA,146183
ZFP90,146198
RLTPR,146206
KCTD19,146212
CMTM4,146223
CMTM2,146225
BEAN1,146227
LOC146253,146253
TEKT5,146279
RNF151,146310
C16orf11,146325
FBXL16,146330
SSTR5-AS1,146336
C16orf92,146378
GSG1L,146395
SLC22A31,146429
IL34,146433
ZNF597,146434
CCDC64B,146439
TMED6,146456
LOC146481,146481
FLJ30679,146512
LOC146513,146513
ZNF785,146540
ZNF688,146542
PRSS36,146547
C16orf89,146556
C16orf71,146562
MGAT5B,146664
TOM1L2,146691
ENTHD2,146705
B3GNTL1,146712
RBFOX3,146713
CD300LF,146722
C17orf77,146723
DNAH2,146754
RTN4RL1,146760
TCAM1P,146771
EFCAB3,146779
LOC146795,146795
SLC47A2,146802
CDRT15,146822
WDR16,146845
CCDC42,146849
PIK3R6,146850
ODF4,146852
C17orf50,146853
SLFN13,146857
SLC35G3,146861
UNC45B,146862
LOC146880,146880
CD300LG,146894
KIF18B,146909
RUNDC1,146923
EME1,146956
LOC147004,147004
TMEM199,147007
PROCA1,147011
DHRS13,147015
KCTD11,147040
CRHR1-IT1,147081
LINC00974,147093
NOTUM,147111
TMC8,147138
UPF3AP2,147150
TRIM16L,147166
LRRC37BP1,147172
WIPF2,147179
KRT25,147183
TMEM99,147184
SCGB1C1,147199
UPF3AP1,147226
KRT17P1,147228
C18orf15,147276
STARD6,147323
C18orf25,147339
CCBE1,147372
CBLN2,147381
SLC25A52,147407
DSG4,147409
AQP4-AS1,147429
ANKRD29,147463
WBP2P1,147468
APCDD1,147495
LINC00526,147525
VSIG10L,147645
LOC147646,147646
LINC00085,147650
ZNF480,147657
ZNF534,147658
ZNF578,147660
ERVV-1,147664
SMIM17,147670
C19orf18,147685
ZNF418,147686
ZNF417,147687
ZNF548,147694
PPM1N,147699
KLC3,147700
IGSF23,147710
ZNF285B,147711
LYPD4,147719
ILF3-AS1,147727
ZNF560,147741
TMEM190,147744
HIPK4,147746
LOC147791,147791
TMC4,147798
TPM3P9,147804
ZNF524,147807
ZNF784,147808
ZNF563,147837
SPC24,147841
CCDC155,147872
DACT3,147906
SIX5,147912
IGFL2,147920
ZNF420,147923
ZNF565,147929
NLRP4,147945
ZNF542,147947
ZNF582,147948
ZNF583,147949
FAM98C,147965
CAPN12,147968
DPY19L3,147991
LGALS16,148003
TTC9B,148014
TICAM1,148022
CIRBP-AS1,148046
ZNRF4,148066
ZNF599,148103
FAM187B,148109
CILP2,148113
C19orf55,148137
LINC00906,148145
ZNF558,148156
CDC42EP5,148170
LINC00662,148189
ZNF98,148198
ZNF738,148203
ZNF714,148206
ZNF681,148213
C19orf25,148223
ATP8B3,148229
LINC00905,148231
DIRAS1,148252
ZNF555,148254
ZNF569,148266
ZNF570,148268
SYT6,148281
SONP1,148300
C1orf74,148304
CREB3L4,148327
MRPS33P1,148330
C1orf127,148345
BROX,148362
SAMD11,148398
LOC148413,148413
SAMD13,148418
C1orf52,148423
LOC148430,148430
PHF13,148479
C1orf51,148523
TMEM56,148534
NBPF4,148545
UBE2U,148581
LOC148638,148638
SLC35F3,148641
LINC00337,148645
LOC148696,148696
LOC148709,148709
PTPRVP,148713
HFE2,148738
ANKRD35,148741
FAM163A,148753
B3GALNT2,148789
MFSD4,148808
PM20D1,148811
HSD17B7P1,148818
GCSAML,148823
GCSAML-AS1,148824
SLC30A7,148867
CCDC27,148870
C1orf213,148898
KNCN,148930
MOB3C,148932
GLIS1,148979
NBPF12,149013
LELP1,149018
RC3H1,149041
MGC27382,149047
DCDC2B,149069
