Supplementay Table 2. Gene prediction score from each fold of cross validation (CV) and the average over five folds							
Gene	CV1	CV2	CV3	CV4	CV5	Mean	rank
NCOA3	0.408427777777778	0.510955555555555	0.369344444444445	0.544777777777778	0.430605555555555	0.452822222222222	587
NFIB	0.4483	0.544727777777778	0.465311111111111	0.359933333333333	0.443744444444445	0.452403333333333	588
DCX	0.471838888888889	0.484661111111111	0.449005555555556	0.413377777777778	0.441872222222222	0.452151111111111	589
SUGP2	0.391922222222222	0.3959	0.490661111111111	0.445827777777778	0.535805555555556	0.452023333333333	590
ETV5	0.420877777777778	0.450283333333334	0.439961111111111	0.462933333333333	0.48475	0.451761111111111	591
PCF11	0.376827777777778	0.542644444444445	0.446427777777778	0.490261111111111	0.40165	0.451562222222222	592
CBFA2T2	0.521072222222222	0.477638888888889	0.418111111111111	0.438244444444445	0.399988888888889	0.451011111111111	593
OTUD4	0.514116666666667	0.483438888888889	0.359866666666667	0.5033	0.391388888888889	0.450422222222222	594
ASAP1	0.513372222222222	0.36745	0.356944444444445	0.556966666666667	0.454483333333333	0.449843333333333	595
UPF1	0.330716666666667	0.384633333333333	0.453144444444444	0.468833333333333	0.607661111111111	0.448997777777778	596
TAOK3	0.426227777777778	0.4464	0.390616666666667	0.55875	0.422644444444445	0.448927777777778	597
MYT1	0.480777777777778	0.516688888888889	0.336433333333333	0.464122222222222	0.445438888888889	0.448692222222222	598
ANKHD1	0.493438888888889	0.447644444444444	0.4072	0.470216666666667	0.421516666666666	0.448003333333333	599
ROCK2	0.449644444444445	0.416866666666667	0.4144	0.518283333333334	0.440572222222222	0.447953333333333	600
C18orf8	0.539072222222222	0.529405555555556	0.405211111111111	0.334672222222222	0.430694444444444	0.447811111111111	601
DHX9	0.341366666666667	0.376083333333333	0.471066666666667	0.432211111111111	0.617672222222223	0.44768	602
SPTB	0.406016666666667	0.452422222222222	0.491594444444444	0.350544444444444	0.535966666666667	0.447308888888889	603
PHF20L1	0.476272222222222	0.457377777777778	0.3798	0.521066666666667	0.400455555555556	0.446994444444445	604
PTPRS	0.453605555555556	0.45795	0.451466666666667	0.38275	0.484172222222222	0.445988888888889	605
NCOA5	0.5366	0.453761111111111	0.4905	0.293161111111111	0.455455555555556	0.445895555555556	606
GFPT1	0.5993	0.42775	0.458988888888889	0.309044444444445	0.431744444444444	0.445365555555556	607
PDE2A	0.41785	0.416911111111112	0.409466666666667	0.511344444444444	0.468927777777778	0.4449	608
PTPRO	0.463561111111111	0.496738888888889	0.506066666666667	0.25975	0.498083333333333	0.44484	609
COPA	0.352144444444444	0.377394444444444	0.452772222222222	0.471638888888889	0.569011111111112	0.444592222222222	610
CASKIN1	0.369461111111111	0.382555555555556	0.470894444444444	0.494955555555556	0.504511111111111	0.444475555555556	611
KIAA0100	0.415738888888889	0.402405555555556	0.442783333333333	0.471638888888889	0.48775	0.444063333333333	612
DEPDC5	0.403122222222222	0.458694444444444	0.448016666666667	0.433611111111111	0.4748	0.443648888888889	613
SMG6	0.579927777777778	0.528505555555556	0.374077777777778	0.295438888888889	0.438933333333333	0.443376666666667	614
AGRN	0.451961111111111	0.451427777777778	0.462816666666667	0.3772	0.473105555555556	0.443302222222222	615
KIAA1468	0.574705555555556	0.443405555555555	0.384683333333333	0.41145	0.401244444444444	0.443097777777778	616
EIF4A1	0.480638888888889	0.46205	0.460338888888889	0.252177777777778	0.558255555555556	0.442692222222222	617
OBSCN	0.444077777777777	0.345577777777778	0.469044444444444	0.497061111111111	0.455955555555555	0.442343333333333	618
CAD	0.368305555555556	0.50425	0.41435	0.482833333333333	0.441183333333333	0.442184444444444	619
PTPRU	0.480277777777778	0.462916666666667	0.381166666666667	0.439472222222222	0.446583333333334	0.442083333333333	620
ANKHD1-EIF4EBP3	0.488477777777778	0.446988888888889	0.406027777777778	0.461811111111111	0.406233333333333	0.441907777777778	621
NAA25	0.438522222222222	0.431883333333333	0.4331	0.449105555555556	0.453572222222222	0.441236666666667	622
CNOT3	0.42155	0.517944444444445	0.344922222222222	0.525266666666667	0.395344444444444	0.441005555555555	623
EIF4A3	0.520033333333333	0.338561111111111	0.45025	0.29885	0.597238888888889	0.440986666666667	624
FAM193A	0.554916666666667	0.511427777777778	0.411838888888889	0.350605555555556	0.375111111111111	0.44078	625
HSPA4	0.384338888888889	0.389594444444444	0.431933333333333	0.436366666666667	0.560994444444445	0.440645555555556	626
SEC24B	0.601488888888889	0.4583	0.425983333333333	0.322572222222222	0.393733333333334	0.440415555555556	627
ANKIB1	0.5136	0.453438888888889	0.390977777777778	0.413405555555555	0.428138888888889	0.439912222222222	628
CUX1	0.500527777777778	0.466488888888889	0.435555555555556	0.36645	0.429477777777778	0.4397	629
DNAJC6	0.45845	0.446922222222222	0.420644444444444	0.459227777777778	0.412061111111111	0.439461111111111	630
ERC2	0.520955555555556	0.375333333333333	0.445533333333333	0.4571	0.396888888888889	0.439162222222222	631
HEATR5B	0.583166666666667	0.418427777777778	0.401972222222222	0.324327777777778	0.467783333333333	0.439135555555556	632
EPC1	0.368655555555556	0.507972222222222	0.409494444444445	0.480972222222222	0.420683333333333	0.437555555555556	633
DAPK1	0.622027777777778	0.385294444444444	0.449277777777778	0.323894444444444	0.406266666666667	0.437352222222222	634
ARID4A	0.513505555555556	0.430022222222222	0.366438888888889	0.462011111111111	0.411322222222222	0.43666	635
CLCN3	0.461055555555556	0.365166666666667	0.373027777777778	0.551044444444444	0.428133333333333	0.435685555555556	636
EIF3A	0.300972222222222	0.310922222222222	0.485555555555556	0.536222222222222	0.544111111111112	0.435556666666667	637
TTC7B	0.446377777777778	0.382766666666667	0.416355555555556	0.440538888888889	0.490994444444444	0.435406666666667	638
MYO9B	0.368705555555556	0.488038888888889	0.407127777777778	0.467333333333333	0.444122222222222	0.435065555555556	639
BRWD3	0.415022222222222	0.33925	0.434183333333333	0.531111111111111	0.454694444444445	0.434852222222222	640
JARID2	0.480294444444444	0.500572222222222	0.360883333333333	0.4477	0.384561111111111	0.434802222222222	641
TNKS	0.595705555555555	0.466566666666667	0.380972222222222	0.294633333333333	0.433833333333333	0.434342222222222	642
ATP1A3	0.519572222222222	0.531294444444444	0.4492	0.173688888888889	0.497433333333334	0.434237777777778	643
PPM1E	0.480566666666666	0.437011111111111	0.422577777777778	0.330238888888889	0.49935	0.433948888888889	644
TNPO3	0.504888888888889	0.441772222222222	0.421911111111111	0.376761111111111	0.423527777777778	0.433772222222222	645
PA2G4	0.503238888888889	0.384666666666667	0.469616666666667	0.34535	0.464094444444445	0.433393333333333	646
FRYL	0.476272222222222	0.431533333333333	0.456722222222222	0.378016666666667	0.421105555555556	0.43273	647
SLC12A6	0.471994444444445	0.374944444444444	0.362888888888889	0.525822222222223	0.427844444444445	0.432698888888889	648
TNPO1	0.453966666666666	0.41065	0.377827777777778	0.487344444444445	0.432755555555556	0.432508888888889	649
RSF1	0.569794444444444	0.411483333333333	0.41335	0.396477777777778	0.368805555555556	0.431982222222222	650
ZNF407	0.447188888888889	0.437177777777778	0.411072222222223	0.422388888888889	0.440922222222222	0.43175	651
DENND5B	0.634638888888889	0.415966666666667	0.359577777777778	0.384966666666667	0.3628	0.43159	652
CDH11	0.508855555555556	0.385922222222222	0.440422222222222	0.330433333333333	0.489044444444445	0.430935555555556	653
ETF1	0.484094444444444	0.394722222222222	0.463122222222222	0.378866666666667	0.432122222222222	0.430585555555556	654
CAPRIN1	0.448822222222222	0.412816666666666	0.433472222222222	0.307222222222222	0.550316666666667	0.43053	655
PPFIA1	0.466133333333333	0.459905555555556	0.348894444444444	0.45955	0.417727777777778	0.430442222222222	656
FAT4	0.403172222222222	0.439355555555556	0.432911111111111	0.440788888888889	0.433688888888889	0.429983333333333	657
RFX7	0.605388888888889	0.442177777777778	0.383555555555556	0.333561111111111	0.382544444444444	0.429445555555556	658
PACS2	0.413972222222222	0.4044	0.451088888888889	0.406911111111111	0.470733333333333	0.429421111111111	659
CSNK2A1P	0.486255555555555	0.397566666666667	0.437688888888889	0.415361111111111	0.408783333333333	0.429131111111111	660
NFASC	0.4202	0.416155555555556	0.38975	0.475883333333333	0.442144444444444	0.428826666666667	661
SMARCC1	0.411883333333333	0.468872222222222	0.3557	0.3867	0.518883333333333	0.428407777777778	662
ADRBK1	0.375466666666667	0.395088888888889	0.358544444444444	0.556711111111111	0.453572222222222	0.427876666666667	663
FAM160A2	0.513866666666667	0.367038888888889	0.34165	0.459072222222222	0.456772222222222	0.42768	664
RLF	0.536838888888889	0.470577777777778	0.413494444444445	0.363622222222222	0.352127777777778	0.427332222222222	665
SRRT	0.446827777777778	0.439511111111111	0.388488888888889	0.436722222222222	0.42395	0.4271	666
MARK1	0.505511111111111	0.431288888888889	0.4389	0.356577777777778	0.402866666666667	0.427028888888889	667
DAB2IP	0.440022222222222	0.418994444444445	0.431866666666667	0.391044444444444	0.452861111111111	0.426957777777778	668
FBXL19	0.508405555555556	0.489877777777778	0.306444444444444	0.436116666666667	0.392027777777778	0.426574444444444	669
BRD2	0.411838888888889	0.348683333333333	0.485972222222222	0.361522222222222	0.524011111111111	0.426405555555556	670
ACTR3	0.488472222222222	0.3861	0.491994444444444	0.315933333333333	0.448444444444444	0.426188888888889	671
CAMK2A	0.4394	0.418633333333333	0.444577777777778	0.392583333333333	0.434111111111111	0.425861111111111	672
SARS	0.452222222222222	0.389583333333333	0.390077777777778	0.399605555555555	0.491955555555556	0.424688888888889	673
MAP2	0.452222222222222	0.491394444444444	0.418011111111111	0.27205	0.485638888888889	0.423863333333333	674
PAPOLA	0.460538888888889	0.442166666666667	0.403555555555556	0.444366666666667	0.367072222222222	0.42354	675
PHF1	0.441777777777778	0.41265	0.433544444444444	0.378	0.450544444444444	0.423303333333333	676
THSD7A	0.500433333333334	0.384488888888889	0.407977777777778	0.425233333333334	0.398311111111111	0.423288888888889	677
NTRK2	0.382816666666667	0.352733333333333	0.412405555555556	0.502788888888889	0.464633333333333	0.423075555555555	678
SF3A1	0.422488888888889	0.359416666666667	0.311111111111111	0.548766666666667	0.471411111111111	0.422638888888889	679
AHCTF1	0.432794444444444	0.387772222222222	0.430166666666667	0.422944444444444	0.437533333333333	0.422242222222222	680
STIP1	0.33105	0.357761111111111	0.435522222222222	0.4458	0.540644444444445	0.422155555555556	681
SF1	0.495055555555556	0.341677777777778	0.457888888888889	0.328694444444445	0.487272222222222	0.422117777777778	682
DOPEY2	0.516088888888889	0.394927777777778	0.408488888888889	0.306927777777778	0.484005555555556	0.422087777777778	683
MINK1	0.3027	0.33695	0.459116666666667	0.508461111111111	0.503088888888889	0.422063333333333	684
FNBP4	0.415266666666667	0.53115	0.3461	0.424716666666667	0.392616666666667	0.42197	685
RC3H1	0.489516666666667	0.387594444444445	0.320438888888889	0.504833333333333	0.405094444444444	0.421495555555556	686
MAST3	0.365838888888889	0.337255555555556	0.436394444444444	0.511238888888889	0.455127777777778	0.421171111111111	687
GRM3	0.459805555555556	0.412305555555556	0.320238888888889	0.477911111111111	0.434666666666667	0.420985555555556	688
PIK3CA	0.389088888888889	0.487238888888889	0.434583333333334	0.471122222222222	0.319077777777778	0.420222222222222	689
PLXND1	0.42195	0.364077777777778	0.356944444444445	0.509866666666667	0.445666666666666	0.419701111111111	690
PLCG1	0.425333333333333	0.361872222222222	0.391277777777778	0.448027777777778	0.471527777777778	0.419607777777778	691
MYOM2	0.422077777777777	0.315688888888889	0.436233333333333	0.468644444444444	0.454072222222222	0.419343333333333	692
SMCHD1	0.524444444444444	0.44595	0.404611111111111	0.388644444444444	0.330477777777778	0.418825555555556	693
GCN1L1	0.448866666666667	0.415933333333333	0.439944444444445	0.361855555555556	0.42645	0.41861	694
KCNQ5	0.434355555555555	0.350644444444445	0.457872222222223	0.439855555555556	0.406983333333333	0.417942222222222	695
SAFB	0.408411111111111	0.357238888888889	0.453711111111111	0.367155555555556	0.501633333333333	0.41763	696
SCUBE1	0.420211111111111	0.415	0.382827777777777	0.435661111111111	0.4322	0.41718	697
UBR3	0.559511111111111	0.330288888888889	0.388488888888889	0.400155555555556	0.406822222222222	0.417053333333333	698
NLK	0.504733333333333	0.331605555555555	0.424111111111111	0.396505555555556	0.428161111111111	0.417023333333333	699
ACTR2	0.483922222222223	0.365922222222222	0.434844444444444	0.306966666666667	0.491955555555556	0.416722222222222	700
ZNF445	0.5513	0.452416666666667	0.422461111111111	0.2581	0.398233333333333	0.416502222222222	701
C11orf41	0.4743	0.394527777777778	0.394788888888889	0.373383333333333	0.445388888888889	0.416477777777778	702
EIF3D	0.493533333333334	0.388522222222223	0.41405	0.322805555555556	0.462566666666667	0.416295555555556	703
CAMSAP1	0.450816666666667	0.485294444444445	0.349288888888889	0.296811111111111	0.497422222222223	0.415926666666667	704
TBL1XR1	0.492411111111111	0.3641	0.429205555555556	0.367027777777778	0.424933333333333	0.415535555555556	705
XRN2	0.440522222222222	0.412638888888889	0.429005555555556	0.300438888888889	0.492511111111111	0.415023333333333	706
CSNK2A2	0.443327777777778	0.342238888888889	0.408983333333333	0.410444444444444	0.464144444444445	0.413827777777778	707
MAGI1	0.524377777777778	0.391533333333333	0.431922222222222	0.354572222222222	0.365094444444444	0.4135	708
PSMD3	0.398094444444444	0.334905555555555	0.363244444444444	0.391422222222222	0.577255555555556	0.412984444444444	709
NRXN3	0.443527777777777	0.408616666666667	0.384144444444444	0.343605555555555	0.484805555555555	0.41294	710
SRSF7	0.4439	0.315383333333333	0.451466666666667	0.362138888888889	0.491027777777778	0.412783333333333	711
SCRIB	0.44105	0.414505555555556	0.422266666666667	0.367877777777778	0.415516666666666	0.412243333333333	712
IRGQ	0.505461111111111	0.4668	0.291438888888889	0.398788888888889	0.398538888888889	0.412205555555556	713
SEMA3C	0.427483333333333	0.479011111111111	0.490761111111111	0.201133333333333	0.461533333333333	0.411984444444444	714
ARHGAP32	0.477555555555556	0.342044444444445	0.36045	0.453716666666667	0.424944444444444	0.411742222222222	715
SBF1	0.384233333333333	0.371677777777778	0.457516666666666	0.402077777777778	0.442905555555555	0.411682222222222	716
MYEF2	0.522427777777778	0.441566666666667	0.402538888888889	0.315927777777778	0.375127777777778	0.411517777777778	717
SLTM	0.453372222222222	0.446972222222222	0.417338888888889	0.363933333333333	0.371244444444444	0.410572222222222	718
B4GALNT4	0.47525	0.448622222222222	0.278644444444444	0.4196	0.427	0.409823333333333	719
GRAMD4	0.520938888888889	0.433661111111111	0.329172222222222	0.392261111111111	0.370433333333333	0.409293333333333	720
GLS	0.470888888888889	0.347872222222222	0.417766666666667	0.414266666666667	0.394711111111111	0.409101111111111	721
UPF2	0.430966666666667	0.402116666666667	0.407361111111111	0.467133333333334	0.334316666666667	0.408378888888889	722
ARHGAP33	0.447466666666667	0.481544444444444	0.237922222222222	0.400394444444445	0.469633333333334	0.407392222222222	723
RPS4Y1	0.443605555555555	0.405183333333333	0.35785	0.400455555555556	0.428172222222222	0.407053333333333	724
RUVBL2	0.457022222222222	0.354138888888889	0.329972222222222	0.342977777777778	0.550044444444445	0.406831111111111	725
RASGRF1	0.443083333333333	0.386677777777778	0.447055555555556	0.323077777777778	0.433822222222222	0.406743333333333	726
ACLY	0.420316666666667	0.408972222222222	0.4174	0.329161111111111	0.457233333333333	0.406616666666667	727
RNF220	0.438255555555555	0.397583333333333	0.409788888888889	0.383233333333333	0.402766666666667	0.406325555555555	728
CCT2	0.441472222222222	0.3899	0.417477777777778	0.252161111111111	0.528705555555556	0.405943333333333	729
SIPA1L2	0.52845	0.326977777777778	0.377355555555556	0.36705	0.429316666666667	0.40583	730
SIPA1L1	0.433616666666667	0.394594444444444	0.3577	0.410494444444445	0.432044444444444	0.40569	731
STAG1	0.436605555555556	0.485666666666667	0.357533333333333	0.421261111111111	0.326894444444444	0.405592222222222	732
TTBK1	0.449494444444444	0.384661111111111	0.381255555555556	0.4567	0.355611111111111	0.405544444444444	733
THBS1	0.403905555555556	0.376166666666667	0.387183333333333	0.481433333333333	0.3756	0.404857777777778	734
OPA1	0.493238888888889	0.340477777777778	0.399705555555556	0.440161111111111	0.349566666666667	0.40463	735
ACTL6B	0.489238888888889	0.429438888888889	0.414672222222222	0.351933333333333	0.337588888888889	0.404574444444445	736
DLG2	0.429105555555556	0.385366666666667	0.37485	0.3987	0.434822222222222	0.404568888888889	737
ZNF254	0.405944444444444	0.347144444444444	0.406188888888889	0.446405555555555	0.416305555555555	0.404397777777778	738
HS6ST1	0.493827777777778	0.470688888888889	0.336427777777778	0.350927777777778	0.368838888888889	0.404142222222222	739
EIF4G1	0.269966666666667	0.3046	0.446283333333333	0.493166666666667	0.506688888888889	0.404141111111111	740
KIAA0232	0.496583333333333	0.392466666666667	0.370772222222222	0.392544444444444	0.367733333333333	0.40402	741
RUSC1	0.424122222222222	0.505433333333333	0.284033333333334	0.329338888888889	0.473894444444445	0.403364444444445	742
PRCP	0.435266666666666	0.440038888888888	0.387211111111111	0.542605555555555	0.209544444444444	0.402933333333333	743
XPO4	0.457127777777778	0.32815	0.362161111111111	0.391872222222222	0.475322222222222	0.402926666666667	744
VARS	0.470583333333333	0.403072222222222	0.418911111111111	0.314127777777778	0.405833333333333	0.402505555555556	745
MED1	0.509583333333333	0.490666666666667	0.374116666666667	0.338516666666667	0.299211111111111	0.402418888888889	746
IRF2BPL	0.510461111111111	0.419761111111111	0.267622222222222	0.378633333333333	0.434633333333334	0.402222222222222	747
JAKMIP1	0.386177777777778	0.346683333333333	0.366027777777778	0.496911111111111	0.415211111111111	0.402202222222222	748
HBG2	0.39855	0.424061111111111	0.444633333333333	0.363655555555556	0.3792	0.40202	749
PRDM10	0.404566666666667	0.404777777777778	0.32035	0.509583333333333	0.370555555555556	0.401966666666667	750
KCNH3	0.37755	0.371411111111111	0.413916666666667	0.422638888888889	0.422233333333333	0.40155	751
STRN4	0.380555555555556	0.381944444444444	0.398938888888889	0.314288888888889	0.530544444444444	0.401254444444444	752
QRICH1	0.539338888888889	0.381272222222222	0.395755555555555	0.342422222222222	0.339544444444444	0.399666666666667	753
SLA	0.433344444444445	0.448883333333333	0.416583333333333	0.254266666666667	0.4429	0.399195555555556	754
CHL1	0.3941	0.459566666666667	0.326377777777778	0.422777777777778	0.392677777777778	0.3991	755
DNAJC11	0.535627777777778	0.451572222222222	0.3372	0.284622222222222	0.385144444444444	0.398833333333333	756
DLGAP4	0.483538888888889	0.366955555555556	0.267522222222222	0.460244444444444	0.4144	0.398532222222222	757
PDE10A	0.437011111111111	0.321466666666667	0.404127777777778	0.409855555555556	0.415455555555556	0.397583333333333	758
SCAF4	0.350622222222222	0.475788888888889	0.391216666666667	0.433727777777778	0.33555	0.397381111111111	759
RFWD2	0.492933333333333	0.403655555555556	0.363861111111111	0.350083333333333	0.375272222222222	0.397161111111111	760
GSK3A	0.427277777777778	0.378255555555556	0.326244444444444	0.370805555555556	0.481594444444445	0.396835555555556	761
TRPC4AP	0.377166666666666	0.354283333333333	0.357027777777778	0.419366666666667	0.476055555555556	0.39678	762
BHLHE22	0.439372222222222	0.434094444444445	0.345844444444444	0.377605555555555	0.386388888888889	0.396661111111111	763
TOP2B	0.389288888888889	0.380872222222222	0.48835	0.292394444444444	0.431238888888889	0.396428888888889	764
XAB2	0.364027777777778	0.322866666666667	0.370283333333333	0.450961111111111	0.4723	0.396087777777778	765
SOD3	0.420538888888889	0.422133333333333	0.360827777777778	0.536588888888889	0.2398	0.395977777777778	766
PAFAH1B1	0.46405	0.408477777777778	0.420905555555555	0.200205555555556	0.48245	0.395217777777778	767
KIFC2	0.442866666666667	0.476688888888889	0.313027777777778	0.423233333333334	0.320111111111111	0.395185555555556	768
CSRNP3	0.4084	0.443444444444444	0.394333333333333	0.265122222222222	0.462977777777778	0.394855555555556	769
SEMA3A	0.387472222222222	0.321855555555556	0.387955555555555	0.437044444444445	0.439555555555556	0.394776666666667	770
PTBP2	0.433322222222222	0.386416666666667	0.446577777777778	0.314888888888889	0.392194444444445	0.39468	771
MADD	0.420933333333333	0.379116666666667	0.4366	0.347916666666667	0.3885	0.394613333333333	772
AGAP2	0.378644444444444	0.413755555555556	0.416872222222222	0.391911111111111	0.369833333333333	0.394203333333333	773
KDM5A	0.364744444444445	0.423255555555556	0.402805555555556	0.419855555555556	0.360272222222222	0.394186666666667	774
SMEK1	0.524438888888889	0.400838888888889	0.354016666666667	0.358588888888889	0.332883333333333	0.394153333333333	775
GNAL	0.447138888888889	0.438622222222223	0.372655555555556	0.353966666666667	0.356655555555556	0.393807777777778	776
ABL1	0.344055555555556	0.351255555555556	0.3913	0.348388888888889	0.533388888888889	0.393677777777778	777
DUSP8	0.456805555555556	0.464388888888889	0.234405555555556	0.437533333333333	0.375233333333333	0.393673333333333	778
KITLG	0.403861111111111	0.48865	0.324322222222222	0.396277777777778	0.353605555555556	0.393343333333333	779
IREB2	0.500844444444445	0.418844444444445	0.343416666666667	0.358927777777778	0.344288888888889	0.393264444444445	780
TMSB15A	0.396305555555556	0.415472222222222	0.418233333333333	0.387622222222222	0.348555555555556	0.393237777777778	781
ARHGAP44	0.3904	0.396455555555555	0.367433333333333	0.377605555555556	0.432072222222222	0.392793333333333	782
LRRC16B	0.444911111111111	0.396838888888889	0.343355555555555	0.360183333333333	0.417772222222222	0.392612222222222	783
FMNL2	0.322188888888889	0.302405555555556	0.412988888888889	0.506705555555556	0.416411111111111	0.39214	784
VPS35	0.37615	0.343844444444444	0.3103	0.513444444444444	0.416877777777778	0.392123333333333	785
HEATR1	0.395355555555555	0.454244444444444	0.400711111111111	0.35785	0.351477777777778	0.391927777777778	786
NEFL	0.403766666666667	0.453988888888888	0.361772222222222	0.394677777777778	0.344805555555555	0.391802222222222	787
PSME4	0.372066666666667	0.442466666666667	0.435455555555556	0.371766666666667	0.336622222222222	0.391675555555556	788
ZNF629	0.515905555555556	0.452177777777778	0.4164	0.265877777777778	0.307716666666667	0.391615555555556	789
IGFBPL1	0.387405555555556	0.439116666666667	0.429372222222222	0.317966666666666	0.384144444444444	0.391601111111111	790
U2SURP	0.53155	0.405394444444444	0.345844444444445	0.390216666666667	0.283877777777778	0.391376666666667	791
NEUROD6	0.410661111111111	0.458994444444445	0.348544444444444	0.3772	0.360194444444444	0.391118888888889	792
ASAP2	0.540066666666667	0.420233333333333	0.315983333333333	0.302294444444444	0.376288888888889	0.390973333333333	793
ATRNL1	0.441844444444444	0.300255555555556	0.386788888888889	0.442666666666667	0.382116666666666	0.390734444444444	794
TIAL1	0.508405555555556	0.378705555555556	0.435888888888889	0.257288888888889	0.373233333333333	0.390704444444444	795
NCDN	0.424683333333334	0.395294444444445	0.346655555555556	0.419522222222222	0.3656	0.390351111111111	796
UHRF2	0.408272222222222	0.424583333333333	0.324505555555556	0.457638888888889	0.336555555555555	0.390311111111111	797
CDH13	0.415811111111111	0.439327777777778	0.2484	0.399777777777778	0.44765	0.390193333333333	798
POLR2A	0.27075	0.290583333333333	0.459755555555556	0.4297	0.499111111111111	0.38998	799
BRWD1	0.4659	0.338322222222222	0.387422222222222	0.370566666666667	0.386783333333333	0.389798888888889	800
GRIN1	0.441061111111111	0.4101	0.343044444444444	0.395333333333333	0.358938888888889	0.389695555555556	801
PHF3	0.580316666666667	0.355527777777778	0.366877777777778	0.344822222222222	0.298611111111111	0.389231111111111	802
FCHSD2	0.432627777777778	0.414077777777778	0.336055555555556	0.345777777777778	0.417505555555556	0.389208888888889	803
COL4A1	0.392672222222222	0.394166666666667	0.356372222222222	0.379877777777778	0.419594444444444	0.388536666666667	804
DDX39B	0.467572222222222	0.316655555555555	0.445877777777778	0.279983333333333	0.430194444444444	0.388056666666667	805
ADCY2	0.423822222222222	0.323405555555556	0.359461111111111	0.417672222222222	0.415855555555555	0.388043333333333	806
CIZ1	0.364894444444444	0.380255555555556	0.354783333333333	0.405961111111111	0.433833333333333	0.387945555555556	807
NXF1	0.426994444444444	0.415961111111111	0.327766666666667	0.399022222222222	0.369433333333333	0.387835555555556	808
MEX3A	0.410811111111111	0.40425	0.385777777777778	0.330011111111111	0.407133333333334	0.387596666666667	809
BZRAP1	0.362533333333333	0.343227777777778	0.371444444444444	0.4365	0.424222222222222	0.387585555555556	810
RBM15	0.464266666666667	0.322533333333333	0.241738888888889	0.509194444444444	0.399005555555556	0.387347777777778	811
TLK1	0.443261111111111	0.323677777777778	0.354766666666667	0.409766666666667	0.403955555555555	0.387085555555556	812
PSPC1	0.455811111111111	0.403483333333334	0.428772222222222	0.315277777777778	0.330977777777778	0.386864444444444	813
USP5	0.41205	0.388311111111111	0.28535	0.473294444444445	0.3742	0.386641111111111	814
NRXN2	0.345166666666667	0.375822222222222	0.479038888888889	0.387605555555556	0.343444444444444	0.386215555555556	815
DDX1	0.393827777777778	0.326766666666666	0.347577777777778	0.395961111111111	0.4639	0.385606666666667	816
HNRNPK	0.440627777777778	0.344483333333333	0.39055	0.253405555555556	0.498738888888889	0.385561111111111	817
HCN2	0.422411111111111	0.482366666666667	0.384711111111111	0.377116666666666	0.26105	0.385531111111111	818
KCTD12	0.439266666666667	0.45415	0.341577777777778	0.35875	0.33325	0.385398888888889	819
SEZ6	0.383283333333333	0.458722222222222	0.360338888888889	0.336216666666667	0.388077777777778	0.385327777777778	820
SCAI	0.424116666666667	0.299833333333333	0.367416666666667	0.469794444444445	0.363438888888889	0.38492	821
TPP2	0.516033333333333	0.408461111111111	0.299355555555556	0.379927777777778	0.317777777777778	0.384311111111111	822
CORO1C	0.3922	0.351994444444444	0.407677777777778	0.273627777777778	0.495305555555556	0.384161111111111	823
TNPO2	0.382688888888889	0.39785	0.452716666666667	0.276738888888889	0.410322222222222	0.384063333333333	824
KPNB1	0.312538888888889	0.295427777777778	0.434905555555556	0.333572222222222	0.543766666666667	0.384042222222222	825
ANKRD28	0.458633333333333	0.397444444444444	0.308205555555556	0.4301	0.324477777777778	0.383772222222222	826
AP2A2	0.4424	0.393244444444445	0.362333333333334	0.289638888888889	0.430255555555556	0.383574444444445	827
MGAT3	0.457711111111111	0.431583333333333	0.313422222222222	0.373744444444444	0.34115	0.383522222222222	828
TAF4	0.372644444444444	0.421311111111111	0.290538888888889	0.508977777777778	0.323444444444444	0.383383333333333	829
CACNA1I	0.279527777777778	0.441216666666667	0.438127777777778	0.336772222222222	0.417388888888889	0.382606666666667	830
SEMA6D	0.526916666666666	0.2897	0.322483333333333	0.405772222222222	0.367683333333333	0.382511111111111	831
SAFB2	0.370138888888889	0.434061111111111	0.370055555555556	0.358705555555556	0.377622222222222	0.382116666666667	832
ABR	0.434433333333333	0.417861111111111	0.306411111111111	0.312922222222222	0.437688888888889	0.381863333333333	833
RXRB	0.450172222222222	0.3485	0.372366666666667	0.331755555555556	0.405044444444444	0.381567777777778	834
UNC5A	0.406983333333333	0.373027777777778	0.3728	0.435688888888889	0.319227777777778	0.381545555555556	835
EFR3B	0.513472222222222	0.353716666666667	0.339161111111111	0.322105555555555	0.378205555555556	0.381332222222222	836
PIK3R1	0.360455555555555	0.343488888888889	0.397	0.4346	0.370933333333333	0.381295555555556	837
SORCS1	0.3973	0.293961111111111	0.40205	0.390866666666667	0.421583333333333	0.381152222222222	838
WIZ	0.488233333333334	0.355805555555556	0.401027777777778	0.251044444444445	0.40835	0.380892222222222	839
PITPNM1	0.450627777777778	0.398877777777778	0.319972222222222	0.391694444444444	0.342888888888889	0.380812222222222	840
MARK2	0.481233333333333	0.381516666666667	0.348833333333333	0.328938888888889	0.362127777777778	0.38053	841
PCDHA4	0.416922222222222	0.452472222222223	0.267738888888889	0.348933333333333	0.414972222222222	0.380207777777778	842
DPF1	0.433316666666667	0.435027777777778	0.331777777777778	0.327794444444444	0.370844444444444	0.379752222222222	843
GRIK2	0.417772222222222	0.416411111111111	0.30545	0.397338888888889	0.359194444444444	0.379233333333333	844
